platform,country,region,category,sound_type,duration_sec,views,likes,comments,trend_label,genre,publish_dayofweek,publish_period,creator_avg_views,title_length,completion_rate,traffic_source
2,Mx,North America,Education,original,71,10080,334,38,rising,Sports,Saturday,Night,111310.2,26,0.679,Home
2,Ca,North America,DIY,original,33,30186,1035,133,stable,Sports,Tuesday,Evening,150387.6,25,0.515,External
1,Us,North America,Gaming,licensed,42,39701,1947,266,stable,Music,Thursday,Evening,79277.7,14,0.745,ForYou
1,Mx,North America,Finance,original,23,22770,1317,101,declining,Dance,Tuesday,Morning,102520.5,22,0.609,External
1,Us,North America,Science,original,38,15733,1104,115,declining,Sports,Thursday,Evening,114135.1,28,0.65,Following
1,Mx,North America,Pets,licensed,24,174153,14659,1440,declining,Fashion,Friday,Evening,94562.8,19,0.604,ForYou
1,Mx,North America,Fitness,licensed,38,166965,12143,1104,stable,Pets,Tuesday,Morning,90954.4,17,0.542,ForYou
1,Mx,North America,Music,original,28,56861,3339,486,stable,Beauty,Saturday,Morning,86941.3,22,0.561,ForYou
1,Mx,North America,Science,original,23,193500,8158,565,seasonal,Sports,Monday,Afternoon,100230.7,22,0.587,ForYou
1,Ca,North America,News,licensed,44,24590,1295,113,seasonal,Beauty,Sunday,Night,95730.5,23,0.686,Following
1,Mx,North America,Fitness,licensed,33,4375,316,35,seasonal,Comedy,Wednesday,Evening,115352,23,0.579,ForYou
1,Mx,North America,Beauty,trending,46,194062,21496,2302,seasonal,Travel,Friday,Evening,105790,26,0.622,External
1,Mx,North America,Food,original,16,65140,3272,254,stable,Music,Saturday,Morning,90840.6,28,0.594,Following
1,Mx,North America,Tech,original,30,42123,1765,117,declining,Beauty,Sunday,Evening,115579.1,22,0.717,ForYou
1,Mx,North America,Music,licensed,20,39741,3380,341,declining,Education,Friday,Evening,104979.8,18,0.815,ForYou
1,Mx,North America,Sports,trending,75,57056,3818,335,rising,Food,Saturday,Afternoon,82843.2,27,0.577,ForYou
1,Mx,North America,Fitness,original,53,52233,2038,191,declining,Education,Wednesday,Morning,94740.9,16,0.696,ForYou
2,Mx,North America,Gaming,licensed,42,25205,1157,172,rising,Lifestyle,Friday,Afternoon,104158.3,21,0.721,Search
2,Us,North America,Education,trending,26,17644,420,62,rising,Travel,Thursday,Night,110987.8,17,0.431,Home
2,Us,North America,Pets,licensed,57,12799,364,33,rising,Tech,Sunday,Afternoon,84206,29,0.4,Suggested
2,Us,North America,Lifestyle,original,35,127710,3205,351,declining,Lifestyle,Tuesday,Night,93727.3,30,0.571,Home
2,Mx,North America,Music,trending,14,135466,4172,339,declining,Music,Saturday,Morning,106361,25,0.507,External
2,Ca,North America,Fitness,trending,29,44504,1063,90,seasonal,Food,Tuesday,Morning,70602,14,0.528,Search
2,Ca,North America,Fitness,licensed,35,29079,1006,135,stable,Lifestyle,Friday,Morning,105769.8,22,0.651,Home
2,Mx,North America,Automotive,original,57,55826,2527,198,declining,Pets,Sunday,Night,127922.9,24,0.621,Suggested
2,Mx,North America,Travel,licensed,37,327241,23030,2403,stable,Fashion,Tuesday,Evening,95029.2,19,0.468,Search
2,Mx,North America,News,licensed,36,1213984,29741,3906,seasonal,Travel,Sunday,Afternoon,118319.2,20,0.678,Home
1,Ca,North America,Fitness,original,50,15158,848,79,stable,Education,Tuesday,Afternoon,81897,25,0.778,ForYou
1,Ca,North America,Finance,trending,36,198160,22915,2874,declining,Sports,Thursday,Evening,83485.9,28,0.556,ForYou
1,Mx,North America,Education,trending,43,77123,4785,479,seasonal,Music,Sunday,Evening,92942.5,17,0.793,Search
1,Ca,North America,Beauty,licensed,17,9504,510,41,declining,Beauty,Thursday,Evening,89206.3,23,0.841,ForYou
1,Us,North America,Travel,original,37,117056,9211,1534,stable,Travel,Sunday,Evening,132974.8,30,0.77,Search
1,Ca,North America,Automotive,trending,41,197981,11166,928,stable,Travel,Friday,Morning,121486.6,22,0.612,ForYou
1,Mx,North America,Finance,licensed,42,17044,1641,103,stable,Lifestyle,Friday,Evening,95866.1,25,0.769,Search
1,Us,North America,Sports,original,38,6045,368,38,seasonal,Music,Monday,Evening,107955.4,23,0.553,Following
1,Us,North America,News,trending,57,47358,2945,287,stable,Sports,Sunday,Afternoon,99230,28,0.781,ForYou
1,Us,North America,Tech,trending,15,15280,1088,152,declining,Food,Wednesday,Afternoon,107322.2,23,0.647,Search
1,Mx,North America,Comedy,trending,12,35318,3293,235,rising,Travel,Tuesday,Evening,91362.1,18,0.692,Search
1,Ca,North America,Travel,original,17,81850,6579,996,seasonal,Tech,Monday,Evening,109141.8,27,0.741,ForYou
1,Us,North America,Beauty,trending,22,116803,12845,1770,rising,Gaming,Wednesday,Evening,97125.1,31,0.6,ForYou
1,Ca,North America,Fashion,original,28,42754,1597,191,declining,Sports,Monday,Evening,94123.3,22,0.611,ForYou
1,Mx,North America,Fashion,original,23,3564,229,33,seasonal,Beauty,Friday,Afternoon,102103.6,22,0.813,ForYou
2,Mx,North America,Food,trending,73,57928,3081,357,declining,Music,Sunday,Afternoon,93389,23,0.538,Home
2,Us,North America,Music,original,25,240509,6046,525,declining,Music,Sunday,Morning,102133.2,23,0.716,Suggested
2,Us,North America,Sports,original,45,18021,577,91,declining,DIY,Friday,Morning,83156.5,26,0.604,Suggested
2,Us,North America,Education,original,27,398375,17279,2418,declining,Music,Friday,Afternoon,107955.4,23,0.452,Suggested
2,Ca,North America,Art,trending,43,11948,425,65,seasonal,Comedy,Friday,Afternoon,87342.1,26,0.444,Suggested
2,Us,North America,Beauty,trending,11,124721,6255,854,seasonal,Dance,Friday,Evening,95967.2,20,0.482,Home
2,Mx,North America,DIY,trending,40,42641,1302,162,stable,Beauty,Friday,Evening,77522.5,27,0.528,Home
1,Ca,North America,Automotive,original,17,528961,52207,4571,declining,Comedy,Friday,Evening,89534.9,23,0.5,ForYou
1,Us,North America,Automotive,trending,25,94282,7318,469,rising,Dance,Wednesday,Morning,104341.6,15,0.588,ForYou
1,Us,North America,Tech,licensed,16,26174,1303,209,seasonal,Tech,Thursday,Evening,118476.8,23,0.7,Search
1,Ca,North America,Automotive,licensed,40,65671,2995,464,declining,Beauty,Saturday,Evening,83077.8,28,0.54,ForYou
1,Ca,North America,News,original,33,75675,9585,848,stable,Travel,Saturday,Afternoon,90998.7,26,0.679,Following
1,Us,North America,Fashion,original,40,57636,4181,576,seasonal,Education,Wednesday,Afternoon,106932.7,30,0.56,Search
1,Ca,North America,Gaming,original,61,23482,1301,119,seasonal,Gaming,Friday,Morning,83156.5,27,0.802,Search
1,Mx,North America,Science,trending,13,36179,3317,366,declining,Fashion,Friday,Night,96045.8,19,0.669,ForYou
1,Us,North America,Food,trending,20,184269,13883,2062,declining,Travel,Friday,Afternoon,101576.1,20,0.845,Following
1,Us,North America,Music,trending,24,34434,2011,161,declining,Pets,Sunday,Afternoon,86035.1,19,0.529,ForYou
1,Ca,North America,Pets,trending,16,65513,5845,587,declining,Comedy,Tuesday,Evening,130473.1,24,0.675,Search
1,Ca,North America,Finance,trending,38,18954,1224,82,rising,Dance,Sunday,Night,96398.5,15,0.724,Following
1,Us,North America,Science,licensed,19,152858,10222,1322,seasonal,Beauty,Saturday,Evening,92277.3,29,0.611,ForYou
1,Ca,North America,Art,licensed,24,86188,5105,569,stable,Food,Saturday,Afternoon,97961.5,17,0.533,ForYou
1,Ca,North America,Science,licensed,66,1295487,100574,12673,stable,Comedy,Monday,Evening,134413.3,27,0.756,Following
1,Mx,North America,Travel,trending,50,12792,700,88,stable,Sports,Saturday,Morning,112119.2,24,0.688,ForYou
2,Ca,North America,Art,licensed,28,53540,2330,215,declining,Tech,Tuesday,Evening,105769.8,26,0.439,Suggested
2,Ca,North America,Lifestyle,original,24,94629,2965,284,stable,Travel,Tuesday,Afternoon,96609.1,27,0.5,Home
2,Mx,North America,Automotive,trending,29,36929,1066,162,seasonal,Dance,Sunday,Evening,121071.3,20,0.403,Suggested
2,Ca,North America,Automotive,original,27,4707,138,21,stable,Travel,Saturday,Evening,112761.3,20,0.593,Home
2,Mx,North America,Music,original,56,76915,2693,283,seasonal,Beauty,Wednesday,Morning,108139.9,22,0.657,Suggested
2,Mx,North America,News,licensed,18,21482,941,114,rising,Gaming,Saturday,Evening,88998.8,28,0.572,Suggested
2,Ca,North America,Pets,original,44,24650,851,85,declining,Education,Saturday,Morning,95866.1,24,0.605,Search
2,Us,North America,Travel,trending,68,495478,34370,2071,seasonal,Tech,Tuesday,Evening,87617.4,24,0.55,Home
2,Ca,North America,Fashion,trending,71,226472,7115,1010,seasonal,Comedy,Wednesday,Evening,96007.1,26,0.599,Home
2,Us,North America,Education,licensed,28,118662,2938,467,seasonal,Travel,Saturday,Evening,93389,25,0.561,Suggested
2,Us,North America,Music,licensed,72,183168,6992,510,declining,Comedy,Thursday,Afternoon,121071.3,34,0.744,Search
1,Mx,North America,Education,original,37,13435,550,82,rising,Comedy,Saturday,Afternoon,87740.9,23,0.573,External
1,Mx,North America,Automotive,trending,20,152991,7494,926,stable,Gaming,Friday,Afternoon,102956.3,30,0.55,ForYou
1,Mx,North America,Pets,licensed,38,125623,7142,929,rising,Travel,Monday,Evening,87668.6,17,0.503,ForYou
1,Us,North America,Science,trending,28,16423,2193,308,declining,Music,Friday,Evening,116192.9,23,0.629,Following
1,Mx,North America,Art,original,9,251970,11744,996,seasonal,DIY,Sunday,Evening,108139.9,23,0.578,Search
1,Us,North America,Education,original,12,13308,990,94,declining,Dance,Monday,Evening,78488.3,22,0.692,Following
1,Mx,North America,Pets,original,45,42000,3214,357,stable,Tech,Tuesday,Afternoon,63890.7,24,0.664,External
1,Ca,North America,Finance,trending,20,587205,64879,6568,rising,Tech,Friday,Evening,94471.2,29,0.57,ForYou
1,Mx,North America,Science,trending,22,87980,6523,774,rising,Food,Tuesday,Night,98910.3,25,0.673,ForYou
1,Us,North America,Automotive,licensed,18,12716,672,102,rising,Tech,Monday,Afternoon,58027.6,29,0.822,ForYou
2,Us,North America,Beauty,licensed,89,47470,1282,141,stable,Fashion,Friday,Afternoon,85260.3,18,0.599,Home
2,Ca,North America,DIY,trending,42,102699,2640,274,seasonal,Comedy,Saturday,Evening,103134.2,11,0.698,Search
2,Mx,North America,Sports,original,23,89064,3423,285,seasonal,Dance,Sunday,Evening,132493.2,17,0.687,Suggested
2,Mx,North America,Lifestyle,original,63,47751,2125,245,declining,Travel,Friday,Night,116083.5,22,0.749,External
2,Ca,North America,DIY,licensed,30,166084,6289,603,stable,Gaming,Friday,Afternoon,110084.9,28,0.433,Suggested
2,Us,North America,Automotive,licensed,25,9100,219,15,seasonal,Comedy,Saturday,Morning,95517.7,18,0.508,Search
2,Us,North America,News,licensed,28,79255,3019,483,stable,Food,Saturday,Afternoon,150519.5,22,0.664,Search
2,Us,North America,Tech,trending,28,51186,2529,358,declining,Food,Wednesday,Night,112356.1,23,0.504,Home
2,Mx,North America,Finance,licensed,90,136946,7449,710,seasonal,Education,Thursday,Evening,92761.2,23,0.672,Home
2,Ca,North America,Science,trending,39,52684,2333,203,seasonal,Education,Saturday,Morning,110281.5,19,0.554,Suggested
1,Mx,North America,Automotive,original,28,470455,66725,4809,rising,Gaming,Tuesday,Afternoon,93948.2,26,0.518,Following
1,Us,North America,News,trending,17,298800,15039,1393,seasonal,Travel,Friday,Night,109040.9,20,0.6,Following
1,Ca,North America,Lifestyle,original,50,20500,1586,120,seasonal,Food,Sunday,Evening,132431.6,14,0.758,ForYou
1,Us,North America,Pets,licensed,21,18737,2494,326,rising,Food,Friday,Afternoon,84206,22,0.681,ForYou
1,Ca,North America,Tech,original,43,35286,1521,215,seasonal,Tech,Friday,Evening,104341.6,24,0.644,ForYou
1,Us,North America,Music,original,10,249726,16217,2293,stable,Tech,Friday,Afternoon,104173.4,26,0.63,ForYou
1,Us,North America,Education,licensed,73,77141,7698,931,stable,Dance,Saturday,Afternoon,133984.4,17,0.763,Following
1,Mx,North America,Sports,original,31,316505,19761,2956,stable,Fashion,Friday,Night,94785.6,21,0.765,External
2,Us,North America,Music,licensed,24,22157,638,50,declining,Education,Friday,Evening,83969.9,18,0.679,Suggested
2,Us,North America,Food,original,45,83445,3352,290,rising,Tech,Saturday,Evening,100266.4,25,0.493,Home
2,Mx,North America,Science,original,41,209273,9565,664,declining,Fashion,Sunday,Afternoon,92871.7,18,0.617,Search
2,Ca,North America,Education,trending,33,28287,2015,177,stable,Beauty,Friday,Evening,100266.4,24,0.615,Suggested
2,Us,North America,Gaming,licensed,26,123154,5988,726,declining,Food,Friday,Evening,135508.1,16,0.719,Search
2,Mx,North America,Food,trending,42,72801,2848,437,declining,Lifestyle,Sunday,Evening,94693.5,24,0.64,Suggested
2,Mx,North America,Lifestyle,licensed,29,21413,1129,172,declining,Beauty,Friday,Afternoon,84611.9,27,0.607,Home
1,Mx,North America,Sports,trending,73,26633,2613,175,seasonal,Gaming,Saturday,Evening,123924.6,26,0.532,ForYou
1,Mx,North America,Education,licensed,31,131131,11485,1436,seasonal,Travel,Wednesday,Evening,100666.5,20,0.771,Search
1,Ca,North America,Beauty,licensed,16,7036,382,26,rising,Fashion,Friday,Morning,82588.7,18,0.806,External
1,Us,North America,Art,trending,24,16485,815,60,seasonal,Travel,Sunday,Evening,106751.2,19,0.629,ForYou
1,Us,North America,Pets,original,31,25308,1523,205,seasonal,Beauty,Friday,Evening,120470,20,0.697,Search
1,Mx,North America,Beauty,original,32,31899,2257,186,stable,Fashion,Sunday,Morning,78434.5,20,0.847,ForYou
1,Us,North America,Comedy,trending,17,326397,29166,3299,seasonal,Gaming,Thursday,Afternoon,106288.7,31,0.8,ForYou
1,Mx,North America,Science,trending,22,10259,512,53,rising,Sports,Friday,Afternoon,98301.3,28,0.841,ForYou
1,Us,North America,Fashion,trending,50,64253,5191,393,stable,Gaming,Thursday,Afternoon,84909.5,27,0.63,Following
1,Ca,North America,Automotive,original,39,60001,3807,494,seasonal,Beauty,Saturday,Evening,88981.6,28,0.736,ForYou
1,Ca,North America,News,original,38,37340,3261,289,stable,Tech,Wednesday,Night,98432,31,0.779,Search
1,Ca,North America,Art,licensed,32,99768,6666,999,declining,Tech,Friday,Morning,148726.3,24,0.722,ForYou
1,Mx,North America,Education,trending,34,233942,9318,1192,seasonal,Sports,Friday,Morning,98432,28,0.629,Following
1,Us,North America,Finance,original,27,73043,6142,781,stable,Food,Tuesday,Afternoon,127439.6,16,0.8,ForYou
1,Us,North America,Finance,trending,12,26902,1297,163,seasonal,Comedy,Monday,Afternoon,102535,26,0.742,Search
2,Mx,North America,Lifestyle,trending,26,144193,5290,541,declining,Tech,Wednesday,Evening,97915.1,26,0.719,Home
2,Ca,North America,Lifestyle,original,75,204255,6202,468,stable,Pets,Wednesday,Evening,137118.7,17,0.537,Home
2,Mx,North America,Lifestyle,trending,59,29894,1001,142,stable,Music,Friday,Afternoon,95525.4,21,0.614,Search
2,Us,North America,Lifestyle,trending,37,45800,2227,256,declining,Lifestyle,Wednesday,Night,98910.3,24,0.689,Home
2,Us,North America,Beauty,trending,48,60461,3262,308,seasonal,Fashion,Saturday,Evening,108022.1,18,0.644,Home
2,Us,North America,Art,original,17,128915,3996,326,rising,Lifestyle,Tuesday,Evening,113842.7,20,0.706,Home
2,Us,North America,Education,original,75,18464,607,44,stable,Lifestyle,Friday,Morning,81046.4,22,0.66,Suggested
2,Ca,North America,Tech,trending,63,93984,2584,361,rising,Gaming,Friday,Evening,87138.8,27,0.74,Search
2,Us,North America,Finance,original,23,28330,1465,247,stable,Food,Friday,Night,83969.9,25,0.509,Home
2,Mx,North America,Gaming,licensed,42,46840,2139,348,rising,Comedy,Saturday,Evening,93389,20,0.569,Search
2,Us,North America,Fashion,trending,50,13988,549,47,declining,Food,Sunday,Morning,112119.2,23,0.456,Search
2,Us,North America,Food,licensed,64,39830,2230,181,stable,Fashion,Friday,Afternoon,109654.6,20,0.644,Home
2,Us,North America,Science,licensed,17,12493,502,49,rising,Sports,Thursday,Evening,63890.7,22,0.535,Home
2,Mx,North America,Travel,trending,90,40816,1422,111,declining,Education,Friday,Morning,92140.4,18,0.467,External
1,Ca,North America,Education,original,10,12815,1234,190,stable,Travel,Friday,Evening,100266.4,25,0.68,ForYou
1,Us,North America,Finance,original,17,60745,3324,471,stable,Food,Tuesday,Evening,116192.9,27,0.847,ForYou
1,Ca,North America,Finance,licensed,20,83621,7907,763,stable,DIY,Friday,Evening,112761.3,26,0.815,Search
1,Us,North America,Travel,licensed,27,45594,3021,398,stable,Beauty,Friday,Night,86941.3,30,0.759,External
1,Ca,North America,Gaming,trending,22,19320,1240,175,rising,Lifestyle,Thursday,Evening,81777.9,27,0.823,ForYou
1,Mx,North America,Comedy,original,56,132443,9288,1241,rising,Food,Thursday,Evening,91307.8,18,0.673,ForYou
1,Us,North America,Tech,original,26,9345,762,70,declining,Lifestyle,Friday,Morning,87549.4,26,0.646,ForYou
1,Mx,North America,Lifestyle,licensed,33,67677,4442,435,rising,Sports,Friday,Afternoon,109258.2,22,0.652,Following
2,Ca,North America,Art,original,37,589446,16094,1254,rising,Gaming,Wednesday,Afternoon,107717.7,29,0.416,Home
2,Us,North America,Music,original,38,53821,1948,223,rising,Beauty,Friday,Evening,120680.2,22,0.734,Suggested
2,Us,North America,Pets,trending,44,105014,4414,576,rising,Travel,Friday,Morning,121071.3,17,0.491,Home
2,Mx,North America,DIY,trending,42,56123,3857,543,seasonal,Education,Friday,Evening,89603.4,22,0.555,Home
2,Mx,North America,Fashion,original,41,78908,4010,260,rising,Fashion,Friday,Morning,103650.5,18,0.437,External
2,Ca,North America,DIY,original,46,54027,2217,276,stable,Education,Sunday,Night,93827.6,25,0.448,Suggested
2,Us,North America,Sports,licensed,63,54033,2019,137,stable,Fashion,Wednesday,Afternoon,90695,23,0.408,Search
2,Ca,North America,Comedy,original,21,6327,222,23,rising,Travel,Wednesday,Evening,96426.1,27,0.676,External
2,Ca,North America,DIY,trending,37,48646,1101,130,seasonal,Beauty,Friday,Morning,85260.3,18,0.511,Search
2,Ca,North America,Travel,trending,25,120535,5622,410,seasonal,Tech,Sunday,Afternoon,91971.6,29,0.476,Home
2,Ca,North America,Music,original,63,51828,1203,148,seasonal,Education,Sunday,Night,134649.3,25,0.56,Home
2,Us,North America,Education,original,47,55224,1886,141,seasonal,Lifestyle,Wednesday,Afternoon,83423.1,27,0.623,External
2,Mx,North America,Education,trending,35,113340,4873,449,seasonal,Dance,Tuesday,Evening,76785.9,24,0.686,External
2,Us,North America,DIY,licensed,36,215453,8517,1136,declining,Education,Wednesday,Afternoon,111482.5,25,0.722,External
2,Mx,North America,News,trending,27,33380,1366,174,stable,Gaming,Wednesday,Night,111410.3,27,0.407,Home
2,Us,North America,Automotive,original,19,33516,1766,138,seasonal,Fashion,Sunday,Night,68883.2,20,0.674,Suggested
1,Us,North America,Travel,original,26,40092,4524,532,seasonal,Lifestyle,Monday,Morning,89929.7,22,0.8,ForYou
1,Mx,North America,Tech,original,18,8210,755,102,seasonal,Pets,Friday,Evening,97201.9,17,0.578,Search
1,Ca,North America,Music,trending,47,18697,1526,197,stable,Comedy,Friday,Morning,104142.7,28,0.781,ForYou
1,Mx,North America,DIY,original,36,72636,5135,658,rising,Sports,Friday,Evening,124734.7,22,0.542,Search
